host_acceptance_rate,host_has_profile_pic,host_identity_verified,host_is_superhost,host_listings_count,host_response_rate,host_response_time,host_total_listings_count,instant_bookable,is_business_travel_ready,is_location_exact,no_guest_requirement
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,2,0.96,within an hour,2,0,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,15,1,within an hour,15,1,t,1,0
1,1,0,0,5,0.89,within an hour,5,1,t,1,0
1,1,0,0,6,0.96,within an hour,6,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,4,1,within an hour,4,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,0.64,within a day,1,0,f,0,0
0.93,1,1,1,3,1,within a few hours,3,0,t,1,0
1,1,0,0,3,1,within an hour,3,0,t,1,0
1,1,1,0,1,0.89,within a day,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,6,1,within an hour,6,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,6,0.9,within a day,6,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,53,1,within a few hours,53,0,t,1,0
1,1,1,0,3,1,within a few hours,3,0,t,1,0
1,1,1,0,2,0.96,within an hour,2,1,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,16,1,within an hour,16,0,t,1,0
1,1,1,0,4,1,within an hour,4,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,5,1,within an hour,5,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,f,0,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,11,1,within an hour,11,1,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,0,0,13,1,within an hour,13,1,t,1,0
1,1,0,0,1,0.63,within a day,1,1,t,1,0
1,1,1,0,7,1,within an hour,7,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,4,0.97,within an hour,4,1,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within a few hours,2,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,0.8,within a few hours,1,0,t,1,0
1,1,0,1,7,1,within an hour,7,1,f,0,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,0.74,within an hour,1,1,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,4,1,within an hour,4,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,2,0.69,within a day,2,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,f,0,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,1,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,5,1,within an hour,5,1,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,3,0.4,a few days or more,3,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,4,1,within an hour,4,0,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,4,0.88,within a few hours,4,0,t,1,0
1,1,0,0,5,0.13,a few days or more,5,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,78,0.99,within a few hours,78,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,3,1,within a few hours,3,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,11,1,within a few hours,11,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,4,1,within an hour,4,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,f,0,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
1,1,1,0,630,1,within an hour,630,1,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,0.5,within a day,1,0,t,1,0
1,1,1,1,6,1,within an hour,6,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,3,1,within an hour,3,1,t,1,0
1,1,0,1,1,1,within a day,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,1,t,1,0
1,1,1,1,3,1,within a day,3,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,2,1,within a few hours,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,f,0,0
1,1,1,1,3,1,within an hour,3,1,f,0,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,0.9,within a few hours,1,0,t,1,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,f,0,0
1,1,0,0,505,1,within an hour,505,1,t,1,0
1,1,1,1,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,1,0.6,within a day,1,0,t,1,0
1,1,1,0,479,1,within an hour,479,1,t,1,0
1,1,1,1,3,0.91,within a few hours,3,0,f,0,0
1,1,1,1,5,1,within an hour,5,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,1,within a few hours,2,1,f,0,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,2,1,within a few hours,2,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,60,0.89,within a day,60,0,t,1,0
1,1,1,0,7,0.94,within an hour,7,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,1,3,1,within an hour,3,1,f,0,0
1,1,1,0,4,1,within an hour,4,0,f,0,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,0,0,3,1,within an hour,3,1,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,2,0.7,within a day,2,1,t,1,0
1,1,1,1,2,1,within a few hours,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,4,1,within an hour,4,1,t,1,0
1,1,0,1,1,0.9,within a day,1,0,t,1,0
1,1,0,0,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
1,1,1,0,4,1,within an hour,4,0,f,0,0
1,1,1,0,1,0.71,within a few hours,1,0,t,1,0
1,1,1,0,6,1,within an hour,6,1,t,1,0
1,1,1,0,4,1,within a few hours,4,0,t,1,0
1,1,1,0,4,1,within a few hours,4,0,f,0,0
0.93,1,0,0,4,1,within a few hours,4,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,3,0.96,within an hour,3,0,t,1,0
1,1,1,0,5,1,within a few hours,5,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,1,0,1,0.78,within a day,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,3,1,within a few hours,3,0,t,1,0
1,1,1,0,84,0.99,within a few hours,84,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,2,1,within an hour,2,0,t,1,0
1,1,1,1,2,1,within a few hours,2,0,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,4,1,within an hour,4,0,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,1,within a day,1,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,f,0,0
1,1,0,1,1,1,within an hour,1,1,f,0,0
0.97,1,0,0,3,0.77,within an hour,3,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,2,1,within a day,2,0,t,1,0
1,1,1,1,2,1,within an hour,2,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,0.9,within a few hours,2,0,f,0,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,1,within a day,1,0,f,0,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,4,0.1,a few days or more,4,0,t,1,0
1,1,0,0,1,1,within a day,1,1,t,1,0
1,1,1,0,6,0.64,within a day,6,0,t,1,0
1,1,1,0,9,0.97,within an hour,9,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
0.84,1,1,1,6,1,within a few hours,6,0,t,1,0
1,1,1,0,1,1,within a day,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,0,0,2,0.96,within an hour,2,1,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,3,1,within a few hours,3,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,0,0.96,within an hour,0,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,6,1,within an hour,6,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,11,0.71,within a day,11,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,f,0,0
1,1,1,0,9,1,within a few hours,9,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,f,0,0
1,1,1,1,3,1,within an hour,3,0,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,2,0.9,within an hour,2,0,t,1,0
1,1,1,0,3,1,within an hour,3,1,t,1,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,1,within a day,1,1,f,0,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,5,1,within an hour,5,0,t,1,0
1,1,1,0,609,0.68,within a day,609,0,t,1,0
1,1,0,0,1,0.9,within an hour,1,1,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,3,0.95,within a few hours,3,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,3,1,within an hour,3,0,t,1,0
1,1,1,1,1,0.96,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,18,1,within an hour,18,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,1,t,1,0
1,1,1,0,60,1,within an hour,60,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,2,0.8,within an hour,2,1,t,1,0
1,1,0,1,1,1,within an hour,1,1,f,0,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,f,0,0
0.8,1,1,0,4,1,within an hour,4,0,t,1,0
0.97,1,1,0,4,0.98,within an hour,4,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,6,1,within an hour,6,1,t,1,0
1,1,1,0,7,0.97,within an hour,7,1,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,0.83,within a day,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,1,0,2,0.5,within a day,2,0,t,1,0
1,1,1,0,3,1,within a few hours,3,0,t,1,0
1,1,1,1,5,1,within an hour,5,0,t,1,0
1,1,0,0,2,1,within a few hours,2,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,0.4,a few days or more,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,15,0.54,within a day,15,0,f,0,0
1,1,0,0,6,1,within an hour,6,0,t,1,0
1,1,0,0,1,0.79,within a few hours,1,0,t,1,0
1,1,0,0,20,1,within an hour,20,1,t,1,0
1,1,1,0,3,1,within a few hours,3,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,10,1,within an hour,10,1,f,0,0
1,1,1,0,1,0.43,a few days or more,1,0,t,1,0
1,1,0,0,6,1,within an hour,6,1,f,0,0
1,1,1,0,4,1,within an hour,4,1,t,1,0
1,1,1,0,1,0.8,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,0,1,15,1,within a few hours,15,0,t,1,0
1,1,0,0,3,0.9,within a day,3,0,t,1,0
1,1,1,1,2,1,within an hour,2,1,f,0,0
1,1,1,0,1,0.8,within a day,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,35,1,within an hour,35,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,f,0,0
1,1,1,0,6,0.3,a few days or more,6,1,t,1,1
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,0,1,68,0.93,within a day,68,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,8,0.99,within an hour,8,1,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,5,1,within a few hours,5,0,t,1,0
1,1,1,0,4,0.9,within a few hours,4,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,0.57,within a few hours,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,60,1,within an hour,60,0,t,1,0
1,1,0,0,5,0.97,within an hour,5,0,t,1,0
1,1,0,1,1,0.93,within a few hours,1,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,f,0,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,5,1,within a few hours,5,1,t,1,0
1,1,1,1,1,1,within a day,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,8,0.92,within a few hours,8,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,35,1,within an hour,35,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,1,within a few hours,2,1,t,1,0
0.57,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,1,2,1,within an hour,2,1,t,1,0
1,1,1,0,8,0.99,within an hour,8,0,f,0,0
1,1,0,0,1,1,within an hour,1,0,f,0,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,0,1,1,1,within a day,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,13,1,within an hour,13,0,f,0,0
1,1,1,1,2,1,within a few hours,2,0,t,1,0
1,1,1,0,7,1,within an hour,7,1,t,1,0
0.88,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,8,1,within an hour,8,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,6,1,within an hour,6,1,f,0,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,1,3,1,within an hour,3,0,t,1,0
1,1,1,0,2,0.97,within an hour,2,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,2,1,within an hour,2,1,f,0,0
1,1,1,1,5,1,within a few hours,5,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,1,1,10,1,within an hour,10,1,t,1,0
1,1,0,0,1,0.92,within a few hours,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,0.67,within a day,1,0,t,1,0
1,1,1,0,1,0.75,within a day,1,0,f,0,0
0.69,1,1,0,2,1,within a few hours,2,0,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,4,1,within an hour,4,1,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,1,31,1,within an hour,31,0,t,1,0
1,1,1,0,1,0.89,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,9,1,within an hour,9,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,0.88,within a few hours,1,0,t,1,0
1,1,0,0,8,1,within an hour,8,1,t,1,0
1,1,0,0,1,1,within a day,1,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,2,0.95,within an hour,2,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,3,1,within an hour,3,1,t,1,0
0.31,1,0,0,13,1,within a few hours,13,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,2,1,within a few hours,2,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,1,0,17,0.99,within an hour,17,1,f,0,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,2,0.78,within a few hours,2,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,f,0,0
1,1,1,1,3,1,within an hour,3,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,1,6,1,within an hour,6,0,f,0,0
1,1,0,0,5,1,within an hour,5,0,t,1,0
1,1,1,0,16,1,within an hour,16,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,0.8,within a day,2,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,1
1,1,0,0,7,0.94,within a few hours,7,0,t,1,0
1,1,0,0,3,1,within a day,3,0,f,0,0
1,1,1,0,22,0.84,within a few hours,22,0,t,1,0
0.99,1,1,0,3,0.88,within a few hours,3,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,5,1,within an hour,5,1,t,1,0
1,1,1,0,1,0.9,within an hour,1,0,t,1,0
1,1,0,0,7,0.99,within an hour,7,1,t,1,0
1,1,1,0,8,0.9,within a few hours,8,0,t,1,0
1,1,1,0,10,1,within an hour,10,1,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,1,6,1,within a few hours,6,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,5,1,within an hour,5,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,1,f,0,0
1,1,0,1,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,5,0.98,within an hour,5,1,t,1,0
1,1,1,1,1,1,within an hour,1,1,f,0,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,0,0,5,1,within an hour,5,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,47,1,within a day,47,0,t,1,0
1,1,0,1,3,1,within an hour,3,0,f,0,0
1,1,1,0,2,1,within an hour,2,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.9,within an hour,1,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,5,1,within an hour,5,1,t,1,0
1,1,1,0,35,0.99,within an hour,35,1,t,1,0
1,1,0,0,1,1,within a few hours,1,1,f,0,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
